coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,average_profit,number_of_loss_order,average_loss
ada,1041.6666666666665,192.009921405764,17,17.0,71,22,25.378615519578013,49,-7.475910612754127
ada,1041.6666666666665,191.2322704455453,17,17.5,69,22,24.744023168479373,47,-7.513537005553207
ada,1041.6666666666665,177.8568849360081,17,18.0,67,22,24.274702715132083,45,-7.91525721770884
ada,1041.6666666666665,189.15944047717224,17,18.5,64,22,24.01683649942189,42,-8.076451488335934
ada,1041.6666666666665,168.7149018857522,17,19.0,62,21,24.348004182816258,41,-8.355931364716811
ada,1041.6666666666665,205.7243039772093,17,19.5,57,20,26.349727008244354,37,-8.682979356423727
ada,1041.6666666666665,240.29231752668224,17,20.0,54,19,28.2854631966124,35,-8.48947094882724
ada,1041.6666666666665,-80.89121786110421,18,4.0,737,243,4.985536257019934,494,-2.616146818455361
ada,1041.6666666666665,-4.058301565737073,18,4.5,612,202,5.578385311511625,410,-2.758273498758745
ada,1041.6666666666665,-1.037468569269651,18,5.0,523,171,6.1504687198177015,352,-2.99081710130141
ada,1041.6666666666665,-70.58150631736643,18,5.5,453,156,5.855632683535138,297,-3.3133340233967945
ada,1041.6666666666665,26.27712915810023,18,6.0,378,138,6.232136003192573,240,-3.4739901636769783
ada,1041.6666666666665,-79.39790112069639,18,6.5,342,117,6.722084432643605,225,-3.848363465511103
ada,1041.6666666666665,8.541354498373455,18,7.0,302,107,7.066109084145479,195,-3.833499064129194
ada,1041.6666666666665,90.26238537491942,18,7.5,268,92,8.448483673586274,176,-3.9033983670171466
ada,1041.6666666666665,127.46016391796748,18,8.0,235,83,8.891786687063181,152,-4.0168298099228705
ada,1041.6666666666665,127.36033005166802,18,8.5,215,71,9.798868867423204,144,-3.946939996773469
ada,1041.6666666666665,148.1155330390192,18,9.0,195,64,10.918874650768892,131,-4.203759119161756
ada,1041.6666666666665,207.74536327303622,18,9.5,177,60,12.238084946715388,117,-4.500339602819546
ada,1041.6666666666665,243.40018934695806,18,10.0,161,56,12.869383664312668,105,-4.545574246233822
ada,1041.6666666666665,212.41241442058643,18,10.5,154,56,12.35820218524367,98,-4.8943562036026425
ada,1041.6666666666665,214.84848609432598,18,11.0,142,51,13.178684067591984,91,-5.0248835313501665
ada,1041.6666666666665,213.11869693029155,18,11.5,131,41,16.42242482121332,90,-5.113341341549497
ada,1041.6666666666665,195.90344238811133,18,12.0,124,41,16.033388602018597,83,-5.559825184272906
ada,1041.6666666666665,193.71017500359338,18,12.5,119,41,15.833915023933455,78,-5.8394915509958745
ada,1041.6666666666665,200.3405760424231,18,13.0,110,40,15.750543334989008,70,-6.138302247959106
ada,1041.6666666666665,256.8041774156021,18,13.5,101,38,16.98896051621369,63,-6.171052733341562
ada,1041.6666666666665,280.15528933033016,18,14.0,94,34,19.445444168064707,60,-6.34983020639783
ada,1041.6666666666665,289.3981060221016,18,14.5,86,31,21.180981991080717,55,-6.676587921843652
ada,1041.6666666666665,281.29877654300265,18,15.0,81,31,20.500678852642228,50,-7.08444535777813
ada,1041.6666666666665,240.5480520424238,18,15.5,79,26,23.793488752301755,53,-7.133635009762679
ada,1041.6666666666665,189.52556533226257,18,16.0,79,25,23.817184554259725,54,-7.516741639337602
ada,1041.6666666666665,222.5809000504888,18,16.5,72,24,24.287311328763135,48,-7.506553579996386
ada,1041.6666666666665,184.12847142212397,18,17.0,71,22,25.237188257813536,49,-7.573258576525996
ada,1041.6666666666665,188.172616295711,18,17.5,67,22,24.4152871929792,45,-7.754748932218474
ada,1041.6666666666665,184.92822987658698,18,18.0,64,22,23.389306480577066,42,-7.848488397526391
ada,1041.6666666666665,162.4896413294592,18,18.5,64,21,24.184911709383822,43,-8.032407082967467
ada,1041.6666666666665,161.11859683652327,18,19.0,62,20,25.287737660057008,42,-8.205622770586118
ada,1041.6666666666665,203.06422678573125,18,19.5,57,19,28.284182502439158,38,-8.79829580948981
ada,1041.6666666666665,231.66634878707552,18,20.0,54,19,28.204430540596125,35,-8.691938042407168
ada,1570.25,321.36324511714344,17,4.0,248,88,12.380293847462127,160,-4.800641334122025
ada,1570.25,318.5627518888363,17,4.5,205,75,13.065666261462814,130,-5.087401674775961
ada,1570.25,308.2773765211713,17,5.0,175,64,14.340800754738808,111,-5.491296142181192
ada,1570.25,292.7266312745174,17,5.5,153,56,16.088993064779874,97,-6.270690519104696
ada,1570.25,287.5096230540004,17,6.0,131,50,16.311071458219352,81,-6.519061109345277
ada,1570.25,238.65678824329692,17,6.5,118,44,17.95678206773356,74,-7.451913820769995
ada,1570.25,238.97558526548548,17,7.0,104,37,20.221655658126785,67,-7.600383195301576
ada,1570.25,297.0792935350988,17,7.5,91,32,24.00267046516428,59,-7.983155277121322
ada,1570.25,345.0811710530713,17,8.0,80,30,24.92399893860052,50,-8.052775942098888
ada,1570.25,310.3411099762686,17,8.5,77,27,27.537557042265917,50,-8.66345860329822
ada,1570.25,285.29366770146737,17,9.0,72,27,26.48129511939225,45,-9.548917789380514
ada,1570.25,348.2902282563721,17,9.5,64,26,27.776635910273093,38,-9.839534352913903
ada,1570.25,442.81844941285857,17,10.0,58,25,30.148792761929,33,-9.421253625314133
ada,1570.25,465.2749466891995,17,10.5,52,22,33.595119340690104,30,-9.127255960199424
ada,1570.25,404.9335290553556,17,11.0,48,18,39.458572696393716,30,-10.177359315991037
ada,1570.25,419.82080638126956,17,11.5,46,18,40.09998225132112,28,-10.784959790803951
ada,1570.25,393.75626052121964,17,12.0,45,18,39.96335946429001,27,-12.05867443837039
ada,1570.25,401.9646327699274,17,12.5,42,17,40.62359367724664,25,-11.545458389730616
ada,1570.25,397.01245358145627,17,13.0,40,16,41.43411450615132,24,-11.080557438206867
ada,1570.25,410.5742765880116,17,13.5,36,16,39.997053839163854,20,-11.468929241930503
ada,1570.25,387.2054045551242,17,14.0,34,15,41.053364100590564,19,-12.031318787038646
ada,1570.25,342.93048786132573,17,14.5,34,14,42.62770102906641,20,-12.692866327280196
ada,1570.25,349.95516664497495,17,15.0,33,13,47.59149233418069,20,-13.436711684968694
ada,1570.25,602.7747322137056,17,15.5,30,11,79.13164611578274,19,-14.088072371573924
ada,1570.25,582.7978607836271,17,16.0,30,11,78.21156399257977,19,-14.606807533407908
ada,1570.25,550.0365704906708,17,16.5,30,11,76.54071857810754,19,-15.363754414132222
ada,1570.25,588.3378285301966,17,17.0,28,11,76.29051734541488,17,-14.756344839374549
ada,1570.25,597.9993162876845,17,17.5,26,11,74.77475784671533,15,-14.968201335078968
ada,1570.25,586.2482370616401,17,18.0,25,11,74.99735877002999,14,-17.051622100620694
ada,1570.25,544.8921537637292,17,18.5,25,11,72.37288656507808,14,-17.94354274658068
ada,1570.25,524.8366856420228,17,19.0,25,10,78.6270927806195,15,-17.42894947761149
ada,1570.25,508.1598939739392,17,19.5,24,9,85.10014980635532,15,-17.18276361888393
ada,1570.25,515.7629094209864,17,20.0,23,9,84.7182621769358,14,-17.621532155102564
ada,1570.25,332.58293767316525,18,4.0,247,86,12.718835975204787,161,-4.728179852139418
ada,1570.25,391.0032068374675,18,4.5,199,76,13.182156421479098,123,-4.966184399958895
ada,1570.25,359.84839568075046,18,5.0,174,65,14.67824098179688,109,-5.4517180562940055
ada,1570.25,278.7442989560385,18,5.5,154,56,16.0434867863858,98,-6.323377153893533
ada,1570.25,271.0983177118485,18,6.0,133,52,15.749847626505394,81,-6.764120479832495
ada,1570.25,239.51447391558875,18,6.5,120,43,18.465132402191923,77,-7.201119732190442
ada,1570.25,241.59718662835627,18,7.0,104,37,20.48296080751663,67,-7.705557660444164
ada,1570.25,302.9759485193136,18,7.5,91,32,24.04062181057849,59,-7.903795752867764
ada,1570.25,346.0819704034053,18,8.0,79,30,24.7739094422389,49,-8.104802303342078
ada,1570.25,293.67389978747946,18,8.5,76,27,26.684328930923378,49,-8.710264925458201
ada,1570.25,301.5335263606546,18,9.0,70,27,26.401998448739466,43,-9.56559143617002
ada,1570.25,365.77834698788706,18,9.5,63,26,27.784751913212066,37,-9.638518993395316
ada,1570.25,465.71182213216076,18,10.0,56,24,31.84897875439103,32,-9.333239624163253
ada,1570.25,458.37620394939734,18,10.5,51,23,31.786507204889023,28,-9.7397664915375
ada,1570.25,435.83288864536837,18,11.0,48,19,38.31815008575391,29,-10.076274585653652
ada,1570.25,447.9483445043643,18,11.5,45,17,43.946284286936375,28,-10.683517441912647
ada,1570.25,391.33506300113834,18,12.0,45,17,42.28899527858421,28,-11.699209169099758
ada,1570.25,407.5868786131658,18,12.5,42,17,40.86979473560347,25,-11.48798527568372
ada,1570.25,376.83556988029636,18,13.0,41,16,41.585727451862795,25,-11.541442773980334
ada,1570.25,379.8497390859787,18,13.5,38,16,40.18022361872064,22,-11.956083582434166
ada,1570.25,381.8283753809027,18,14.0,34,15,40.8934685118087,19,-12.188086962959364
ada,1570.25,375.70896516692443,18,14.5,33,12,52.261019633740155,21,-11.97253668752178
ada,1570.25,343.0333325422788,18,15.0,33,12,51.63933928807436,21,-13.173273281648264
ada,1570.25,369.3264411951339,18,15.5,31,12,53.27017819772457,19,-14.206089325134782
ada,1570.25,577.3772449207172,18,16.0,30,11,78.18090561896675,19,-14.874353520416683
ada,1570.25,583.2451638404445,18,16.5,28,11,76.56700611857036,17,-15.234817850813492
ada,1570.25,613.3527910050695,18,17.0,26,11,75.74767767319408,15,-14.658110893337689
ada,1570.25,598.5573115775663,18,17.5,26,11,74.87156038413946,15,-15.001990176531192
ada,1570.25,582.6167717081088,18,18.0,25,11,74.99856174421272,14,-17.311957677016505
ada,1570.25,534.7835588060076,18,18.5,25,11,72.15720441288423,14,-18.496120695408496
ada,1570.25,512.6086740555525,18,19.0,25,9,86.56473069242644,16,-16.654618886017836
ada,1570.25,510.6112445844155,18,19.5,24,9,86.07501558213701,15,-17.604259710321184
ada,1570.25,486.2176250192631,18,20.0,24,9,84.7182621769358,15,-18.41644897154394
ada,1590.6666666666665,680.4379331020754,17,4.0,63,25,41.06260524574164,38,-9.108610474775412
ada,1590.6666666666665,758.9142742733569,17,4.5,52,21,50.09117139592835,31,-9.451623388423819
ada,1590.6666666666665,735.4336309754001,17,5.0,44,17,60.680378882715026,27,-10.967881852990942
ada,1590.6666666666665,861.5493323881728,17,5.5,35,15,70.39878461387342,20,-9.721621840996418
ada,1590.6666666666665,786.026417501488,17,6.0,33,15,65.83768171613967,18,-11.196600457811499
ada,1590.6666666666665,741.0741873067793,17,6.5,28,13,71.43033093542013,15,-12.501340990245504
ada,1590.6666666666665,670.1253084280253,17,7.0,26,12,70.40045465914353,14,-12.47715339154979
ada,1590.6666666666665,999.3119320529851,17,7.5,25,11,109.12766405116494,14,-14.363740893559223
ada,1590.6666666666665,916.4181470055314,17,8.0,25,9,129.04362239563574,16,-15.310903409699385
ada,1590.6666666666665,861.3311675485043,17,8.5,25,8,141.5758510502526,17,-15.957390638442167
ada,1590.6666666666665,875.4171862463185,17,9.0,24,7,169.8836155011002,17,-18.45694836831663
ada,1590.6666666666665,827.6514437185614,17,9.5,23,7,166.83469096992917,16,-21.26196206693392
ada,1590.6666666666665,1053.356281778117,17,10.0,19,6,218.5808685560967,13,-19.8560715044972
ada,1590.6666666666665,963.9510221188563,17,10.5,19,6,207.0021797923164,13,-21.389388971926344
ada,1590.6666666666665,886.7638427197097,17,11.0,18,5,231.5242159391869,13,-20.835172075094196
ada,1590.6666666666665,858.1882853224399,17,11.5,17,5,225.6270610154135,12,-22.49558497955229
ada,1590.6666666666665,938.2010355003334,17,12.0,13,5,230.06214601092944,8,-26.513711819289224
ada,1590.6666666666665,886.4137711387705,17,12.5,13,5,220.20573278151437,8,-26.826861596100187
ada,1590.6666666666665,1712.89128857447,17,13.0,11,4,473.2506488993198,7,-25.730186717544193
ada,1590.6666666666665,1853.5472783452205,17,13.5,10,4,507.7481501263879,6,-29.574220360055175
ada,1590.6666666666665,1786.1026848007205,17,14.0,9,4,483.8820172809512,5,-29.88507686461681
ada,1590.6666666666665,1714.5510044579523,17,14.5,9,4,467.03265963401947,5,-30.715926815625103
ada,1590.6666666666665,1657.7477331491207,17,15.0,9,4,453.6087499087851,5,-31.33745329720395
ada,1590.6666666666665,1617.9852025752148,17,15.5,9,4,445.0419579958336,5,-32.43652588162398
ada,1590.6666666666665,1528.5749742259104,17,16.0,8,4,416.1339933873337,4,-33.99024983085608
ada,1590.6666666666665,1551.3452586399128,17,16.5,6,3,540.5535823230178,3,-23.438496109713565
ada,1590.6666666666665,1545.719586462831,17,17.0,6,3,539.8692786620005,3,-24.629416507723516
ada,1590.6666666666665,1494.6360977294853,17,17.5,6,3,524.610578646125,3,-26.398546069629873
ada,1590.6666666666665,1457.338728375898,17,18.0,6,3,512.371873708613,3,-26.59229758331357
ada,1590.6666666666665,1356.5079026833519,17,18.5,6,3,481.52953223880985,3,-29.36023134435921
ada,1590.6666666666665,1348.4160500971668,17,19.0,6,3,481.52953223880985,3,-32.05751553975424
ada,1590.6666666666665,1330.476513646431,17,19.5,6,3,476.2632556436411,3,-32.77108442816418
ada,1590.6666666666665,1245.6941029861323,17,20.0,6,3,448.00245209020824,3,-32.77108442816418
ada,1590.6666666666665,664.6786661575433,18,4.0,64,26,39.01652198625437,38,-9.203971196975536
ada,1590.6666666666665,631.1653422659525,18,4.5,54,22,43.659934329989575,32,-10.292287906056819
ada,1590.6666666666665,713.6100344018705,18,5.0,44,17,59.46150307941872,27,-11.008722886972157
ada,1590.6666666666665,864.4358447890277,18,5.5,34,15,69.23030196386327,19,-9.158878140469552
ada,1590.6666666666665,821.8609199120693,18,6.0,31,15,66.01083286760996,16,-10.518848318880016
ada,1590.6666666666665,708.2155054471896,18,6.5,29,13,69.95330156376966,16,-12.573588430113496
ada,1590.6666666666665,697.0065628899553,18,7.0,26,12,73.23343775537526,14,-12.985335012467706
ada,1590.6666666666665,970.9894861572085,18,7.5,25,11,107.32798136003375,14,-14.972736343083026
ada,1590.6666666666665,906.6536465839177,18,8.0,25,9,128.8553104730866,16,-15.815259229616343
ada,1590.6666666666665,938.0965362279417,18,8.5,24,7,175.47682161098265,17,-17.073012649937453
ada,1590.6666666666665,876.5691000923158,18,9.0,24,7,170.30731064304672,17,-18.563651435824184
ada,1590.6666666666665,863.5425145987276,18,9.5,22,7,166.54781698085478,15,-20.152813617817056
ada,1590.6666666666665,827.9664541435665,18,10.0,20,6,185.96437431902652,14,-20.558556555042344
ada,1590.6666666666665,886.388393547578,18,10.5,19,6,194.78389349416184,13,-21.716535955184096
ada,1590.6666666666665,847.2730525652632,18,11.0,19,5,231.0707928190971,14,-22.005779395015868
ada,1590.6666666666665,862.2400357712243,18,11.5,17,5,225.6270610154135,12,-22.157939108820262
ada,1590.6666666666665,882.7518865572493,18,12.0,14,5,224.24133499759483,9,-26.494976492302744
ada,1590.6666666666665,879.2546144412405,18,12.5,13,5,220.316379719602,8,-27.790910519596174
ada,1590.6666666666665,1645.3161832590179,18,13.0,11,4,458.8949387525488,7,-27.180510250168222
ada,1590.6666666666665,1886.9066112242663,18,13.5,9,4,507.736290746422,5,-28.807710352284325
ada,1590.6666666666665,1804.4522671013342,18,14.0,9,4,488.0352723610251,5,-29.537764468553206
ada,1590.6666666666665,1744.0871170373916,18,14.5,9,4,474.58271208958195,5,-30.848746264187213
ada,1590.6666666666665,1655.1639549234392,18,15.0,9,4,453.6087499087851,5,-31.85420894234026
ada,1590.6666666666665,1614.622385687565,18,15.5,9,4,446.15595937826447,5,-34.00029036509858
ada,1590.6666666666665,1599.689021529168,18,16.0,6,4,416.4981909181979,2,-33.15187107181181
ada,1590.6666666666665,1547.197258027881,18,16.5,6,3,541.6070802654048,3,-25.874660922777746
ada,1590.6666666666665,1537.0303918927696,18,17.0,6,3,538.7420100338863,3,-26.398546069629873
ada,1590.6666666666665,1488.6547673194782,18,17.5,6,3,524.1190926994418,3,-27.900836926282484
ada,1590.6666666666665,1447.9146068324012,18,18.0,6,3,511.9984336218263,3,-29.36023134435921
ada,1590.6666666666665,1348.4160500971668,18,18.5,6,3,481.52953223880985,3,-32.05751553975424
ada,1590.6666666666665,1346.275343431937,18,19.0,6,3,481.52953223880985,3,-32.77108442816418
ada,1590.6666666666665,1296.0280598216957,18,19.5,6,3,465.5900558045809,3,-33.580702530682316
ada,1590.6666666666665,1238.6394312893794,18,20.0,6,3,448.00245209020824,3,-35.1226416604151

